0,1
NSE: VIDHIING,Vidhi Specialty Food Ingredients Limited
NSE: VIJIFIN,Viji Finance Limited
NSE: VIKASECO,Vikas EcoTech Limited
NSE: VIKASMCORP,Vikas Multicorp Limited
NSE: VIMTALABS,Vimta Labs Limited
NSE: VINATIORGA,Vinati Organics Limited
NSE: VINDHYATEL,Vindhya Telelinks Limited
NSE: VINNY,Vinny Overseas Limited
NSE: VINYLINDIA,Vinyl Chemicals (India) Limited
NSE: VIPCLOTHNG,VIP Clothing Limited
NSE: VIPIND,VIP Industries Limited
NSE: VIPULLTD,Vipul Limited
NSE: VISASTEEL,Visa Steel Limited
NSE: VIVIDHA,Visagar Polytex Limited
NSE: VISAKAIND,Visaka Industries Limited
NSE: VISHNU,Vishnu Chemicals Limited
NSE: VISHWARAJ,Vishwaraj Sugar Industries Limited
NSE: VIVIMEDLAB,Vivimed Labs Limited
NSE: VLSFINANCE,VLS Finance Limited
NSE: VMART,V-Mart Retail Limited
NSE: IDEA,Vodafone Idea Limited
NSE: VOLTAMP,Voltamp Transformers Limited
NSE: VOLTAS,Voltas Limited
NSE: VRLLOG,VRL Logistics Limited
NSE: VSTIND,VST Industries Limited
NSE: WSI,W S Industries (I) Limited
NSE: WABCOINDIA,WABCO India Limited
NSE: WALCHANNAG,Walchandnagar Industries Limited
NSE: WANBURY,Wanbury Limited
NSE: WEALTH,Wealth First Portfolio Managers Limited
NSE: WEBELSOLAR,Websol Energy System Limited
NSE: WEIZMANIND,Weizmann Limited
NSE: WELCORP,Welspun Corp Limited
NSE: WELENT,Welspun Enterprises Limited
NSE: WELSPUNIND,Welspun India Limited
NSE: WELINV,Welspun Investments and Commercials Limited
NSE: WENDT,Wendt (India) Limited
NSE: WSTCSTPAPR,West Coast Paper Mills Limited
NSE: WHEELS,Wheels India Limited
NSE: WHIRLPOOL,Whirlpool of India Limited
NSE: WILLAMAGOR,Williamson Magor & Company Limited
NSE: WINDMACHIN,Windsor Machines Limited
NSE: WIPRO,Wipro Limited
NSE: WOCKPHARMA,Wockhardt Limited
NSE: WFL,Wonder Fibromats Limited
NSE: WONDERLA,Wonderla Holidays Limited
NSE: WORTH,Worth Peripherals Limited
NSE: XCHANGING,Xchanging Solutions Limited
NSE: XELPMOC,Xelpmoc Design And Tech Limited
NSE: XPROINDIA,Xpro India Limited
NSE: YESBANK,Yes Bank Limited
NSE: ZEEL,Zee Entertainment Enterprises Limited
NSE: ZEELEARN,Zee Learn Limited
NSE: ZEEMEDIA,Zee Media Corporation Limited
NSE: ZENTEC,Zen Technologies Limited
NSE: ZENITHBIR,Zenith Birla (India) Limited
NSE: ZENITHEXPO,Zenith Exports Limited
NSE: ZENSARTECH,Zensar Technologies Limited
NSE: ZICOM,Zicom Electronic Security Systems Limited
NSE: ZODIACLOTH,Zodiac Clothing Company Limited
NSE: ZODIAC,Zodiac Energy Limited
NSE: ZODJRDMKJ,Zodiac JRD- MKJ Limited
NSE: ZOTA,Zota Health Care Limited
NSE: ZUARI,Zuari Agro Chemicals Limited
NSE: ZUARIGLOB,Zuari Global Limited
NSE: ZYDUSWELL,Zydus Wellness Limited
NSE: ZAGGLE,ZAGGLE Zaggle
NSE: 360ONE,360 ONE WAM
NSE: ABCAPITAL,AB Capital
NSE: ASKAUTOLTD,ASK Automotive
NSE: ABBOTINDIA,Abbott India
NSE: ADANIports,Adani Port & SEZ
NSE: AWL,Adani Wilmar
NSE: AVL,Aditya Vision
NSE: ARE&M,Amara Raja Energy & Mobility
NSE: ANGELONE,Angel One
NSE: AZAD,Azad Engineering
NSE: BPCL,BPCL
NSE: BARBEQUE,Barbeque Nation Hospitality
NSE: BHARATAGRI,Bharat Agri Fert and Realty
NSE: BIKAJI,Bikaji Foods International
NSE: BLUEJET,Blue Jet Healthcare
NSE: CELLO,Cello World
NSE: CHEMPLASTS,Chemplast Sanmar
NSE: COLPAL,Colgate-Palmolive
NSE: CRAFTSMAN,Craftsman Automation
NSE: CROMPTON,Crompton Greaves Consumer Electricls
NSE: CYIENTDLM,Cyient DLM
NSE: DELHIVERY,Delhivery
NSE: DEVYANI,Devyani International
NSE: LALPATHLAB,Dr Lal Pathlabs
NSE: DRREDDY,Dr Reddy’s Labs
NSE: EPL,EPL
NSE: ESCORTS,Escorts Kubota
NSE: ETHOSLTD,Ethos
NSE: FEDERALBNK,Fedbank Financial Services
NSE: FUSION,Fusion MicroFinance
NSE: GOCOLORS,Go Fashion
NSE: HAPPYFORGE,Happy Forgings
NSE: HATSUN,Hatsun Agro Products
NSE: HOMEFIRST,Home First Finance
NSE: HONASA,Honasa Consumer
NSE: ICICIPRULI,ICICI Pru Life
NSE: INDIGOPNTS,Indigo Paints
NSE: INDUSTOWER,Indus Tower
NSE: JSWINFRA,JSW Infrastructure
NSE: JUBLINGREA,Jubilant Ingrevia
NSE: JLHL,Jupiter Life Line Hospitals
NSE: KFINTECH,KFin Technologies
NSE: KPRMILL,KPR Mill
NSE: KPIL,Kalpataru Projects
NSE: KAYNES,Kaynes Technology India
NSE: KOLTEPATIL,Kolte Patil Developers
NSE: KIMS,Krishna Institute of Medical Sciences
NSE: LTI,LTI Mindtree
NSE: LTFH,Larsen and Toubro Finance Holdings
NSE: LICI,Life Insurance Corporation
NSE: MCX,MCX
NSE: MRPL,MRPL
NSE: LODHA,Macrotech Developers
NSE: M&M,Mahindra And Mahindra
NSE: M&MFIN,Mahindra Finance
NSE: MANKIND,Mankind Pharma
NSE: METROBRAND,Metro Brands
NSE: MSUMI,Motherson Sumi Wiring India
NSE: BECTORFOOD,Mrs. Bectors Food Specialities
NSE: NESTLEIND,Nestle India
NSE: NESTLEIND,Nestlé India
NSE: NUVOCO,Nuvoco Vistas Corporation
NSE: PGHH,P&G Hygiene and Healthcare
NSE: PVRINOX,PVR INOX
NSE: PVRINOX,PVR-Inox
NSE: PPLPHARMA,Piramal Pharma
NSE: POONAWALLA,Poonawalla Fincorp Limited
NSE: POONAWALLA,Poonawalla Fincorp
NSE: RRKABEL,R R Kabel
NSE: RAJRATAN,Rajratan Global Wire
NSE: RBL,Restaurant Brands Asia
NSE: SONACOMS,SONA BLW Precision Forging
NSE: SANSERA,Sansera Engineering
NSE: SAPPHIRE,Sapphire Foods
NSE: SENCO,Senco Gold
NSE: SHRIRAMFIN,Shriram Finance
NSE: SUPRIYA,Supriya Lifescience
NSE: SYRMA,Syrma SGS Technology
NSE: TANLA,Tanla Platforms
NSE: TATATECH,Tata Technologies
NSE: UNOMINDA,UNO Minda
NSE: UTKARSHBNK,Utkarsh Small Finance Bank
NSE: WELSPUNLIV,Welspun Living
NSE: WESTLIFE,Westlife Foodworld
NSE: ZOMATO,Zomato
NSE: CHAMBLFERT,Chambal Fertilisers ..
NSE: GARWARPOLY,Garware Hi-Tech Film..
NSE: GITANJALI,Gitanjali Gems Ltd.
NSE: BINANIIND,Binani Industries Ltd.
NSE: RANBAXY,Ranbaxy Laboratories..
NSE: MANGALAM,Mangalam Seeds Ltd.
NSE: SAMKRG,Samkrg Pistons & Rin..
NSE: LINCOLN,Linc Ltd.
NSE: MEDPLAST,Medplus Health Servi..
NSE: IMAGICAA,Imagicaaworld Entert..
NSE: DEEPENER,Deep Energy Resource..
NSE: SBIFIN,SBI Home Finance Ltd.
NSE: VELJANIND,Veljan Denison Ltd.
NSE: FASTTRACK,Fast Track Entertain..
NSE: SIMPLEX,Simplex Projects Ltd.
NSE: AWHCL,Antony Waste Handlin..
NSE: GOODYEAR,Goodyear India Ltd.
NSE: TATATECH,Tata Technologies Ltd.
NSE: ONWAM,360 One Wam Ltd.
NSE: LEEL,Leel Electricals Ltd.
NSE: TRACXN,Tracxn Technologies ..
NSE: RAINBOW,Rainbow Childrens Me..
NSE: HOMETEX,International Homete..
NSE: ANUHPH,Anuh Pharma Ltd.
NSE: ROTO,Roto Pumps Ltd.
NSE: AZADENG,Azad Engineering Ltd.
NSE: PENIND,Panasonic Energy Ind..
NSE: UBHOLDINGS,United Breweries (Ho..
NSE: PONDOXIDE,Pondy Oxides & Chemi..
NSE: FIBERWEB,Fiberweb (India) Ltd.
NSE: ABIRLANUVO,Aditya Birla Nuvo Li..
NSE: GAMMONIND,Gammon India Ltd.
NSE: PUNJABFIBR,Punjab Fibres Ltd.
NSE: CAPF,Capital First Ltd.
NSE: JUBLPHARMA,Jubilant Pharmova Ltd.
NSE: UCALFUEL,UCAL Ltd.
NSE: INGVYSYABK,ING Vysya Bank Limited
NSE: RRKABEL,R R Kabel Ltd.
NSE: GMRAER,GMR Airports Infrast..
NSE: GEOMETRIC,Geometric Limited
NSE: CAIRN,Cairn India Limited
NSE: GOFOR,Go Fashion (India) L..
NSE: LAKSHMIEFL,Lakshmi Electrical C..
NSE: ASIANENER,Asian Energy Service..
NSE: PRUDENTSUG,Prudential Sugar Cor..
NSE: GANESHBENZ,Ganesh Benzoplast Ltd.
NSE: NILE,Nile Ltd.
NSE: WORLDRECORD,World Economy and Ma..
NSE: SAMVARMAUTO,Samvardhana Motherso..
NSE: SIMMONDS,Simmonds Marshall Ltd.
NSE: ORIENTPH,Oriental Remedies & ..
NSE: CONSUMER,Consumer Durables
NSE: CPSEETF,Goldman Sachs CPSE E..
NSE: INDICATORS,India Macro Indicators
NSE: MBLINFRA,MBL Infrastructure L..
NSE: JIOPAY,Jio Financial Servic..
NSE: ORIENTBANK,Oriental Bank of Com..
NSE: SOUTHEAST,South East Agro Indu..
NSE: INDIACEM,India Cements Capita..
NSE: ELINEL,Elin Electronics Ltd.
NSE: INGERRAND,Ingersoll-Rand (Indi..
NSE: INFINITE,Infinite Computer So..
NSE: PAHAL,Parekh Aluminex Ltd.
NSE: EMBASSY,Embassy Office Parks..
NSE: AMIORG,Ami Organics Ltd.
NSE: WIMPLAST,Wim Plast Ltd.
NSE: DCX,DCX Systems Ltd.
NSE: MEGH,Meghmani Organics Lt..
NSE: ENVIRONMENT,Environment
NSE: LANDMARK,Landmark Cars Ltd.
NSE: KIRLFER,Kirloskar Ferrous In..
NSE: SAKHTIS,Sai Silks (Kalamandi..
NSE: EPL,EPL Ltd.
NSE: OILANDGAS,Oil and Gas
NSE: PENPEBS,Pennar Engineered Bu..
NSE: LUMAXIND,Lumax Automotive Sys..
NSE: CORPBANK,Corporation Bank [Me..
NSE: HINDWARE,Hindware Home Innova..
NSE: MINDACORP,UNO Minda Ltd.
NSE: SCHAND,S Chand & Company Ltd.
NSE: LANCER,Lancer Container Lin..
NSE: PRIVI,Privi Speciality Che..
NSE: INDIGOPNTS,Indigo Paints Ltd.
NSE: KALPATPOWR,Kalpataru Projects I..
NSE: GRUH,GRUH Finance Ltd.
NSE: INVESTPREC,Investment & Precisi..
NSE: PURPLE,Honasa Consumer Ltd.
NSE: SUNILHITEC,Sunil Hitech Enginee..
NSE: STOVECIND,Stovec Industries Ltd.
NSE: BANKS,Banks
NSE: HARIOMP,Hariom Pipe Industri..
NSE: ESCORTS,Escorts Kubota Ltd.
NSE: ELANTAS,Elantas Beck India L..
NSE: FERMENTA,Fermenta Biotech Ltd.
NSE: GLOSTER,Gloster Ltd.[Old]
NSE: HARSHA,Harsha Engineers Int..
NSE: INDIGRID,India Grid Trust
NSE: WELSPUNIND,Welspun Specialty So..
NSE: MTARTECH,MTAR Technologies Ltd.
NSE: STOVEKRAFT,Stove Kraft Ltd.
NSE: RADHIKAC,Radhika Jeweltech Ltd.
NSE: KBCGLOBAL,KBC Global Ltd.
NSE: HEUBACH,Heubach Colorants In..
NSE: STAR,Star Health and Alli..
NSE: AXISCADES,AXISCADES Technologi..
NSE: RAMRAT,Ram Ratna Wires Ltd.
NSE: KFINTECH,KFIN Technologies Ltd.
NSE: GOODRICKE,Goodricke Group Ltd.
NSE: NGL,NGL Fine - Chem Ltd.
NSE: MANKIND,Mankind Pharma Ltd.
NSE: MEDASS,Medi Assist Healthca..
NSE: RCI,RCI Industries & Tec..
NSE: JIYAECO,Jiya Eco Products Ltd.
NSE: SOFTWARE,Software & Services
NSE: CAPITALG,Capital Goods
NSE: ALLAHABAD,Allahabad Bank [Merg..
NSE: INDUSTOWER,Indus Towers Ltd.
NSE: HONDAPOWER,Honda India Power Pr..
NSE: BSESN,BSE Sensex
NSE: VIJAYABANK,Vijaya Bank
NSE: FORCEMOT,Force Motors Ltd.
NSE: MANPASAND,Manpasand Beverages ..
NSE: JOHNSON,Johnson Controls-Hit..
NSE: HFL,Hinduja Foundries Li..
NSE: HUHTAMAKI,Huhtamaki India Ltd.
NSE: BROKERAGE,Brokerage Research R..
NSE: ZOMATO,Zomato Ltd.
NSE: KESARPETRO,Kesar Petroproducts ..
NSE: COSCO,Cosco (India) Ltd.
NSE: STEELCAST,Steel Cast Ltd.
NSE: BLACKBOX,Black Box Ltd.
NSE: JSWISPL,JSW Infrastructure L..
NSE: SENCO,Senco Gold Ltd.
NSE: PBFINTECH,PB Fintech Ltd.
NSE: JEEVAN,Jeevan Scientific Te..
NSE: NRBBEARING,NRB Bearings Ltd.
NSE: RATHI,Anand Rathi Wealth L..
NSE: METAL,Metal and Mining
NSE: PAKKALIMITED,Pakka Ltd.
NSE: LANCO,Lanco Infratech Ltd.
NSE: ADANIGAS,Adani Energy Solutio..
NSE: CELLO,Cello World Ltd.
NSE: ASHAPURAIN,Ashapura Intimates F..
NSE: HAPPY,Happy Forgings Ltd.
NSE: JEENA,Jeena Sikho Lifecare..
NSE: KENNAMET,Kennametal India Ltd.
NSE: VENUSREM,Venus Pipes & Tubes ..
NSE: AUTOCORP,Automobile Corporati..
NSE: DELIVERY,Delhivery Ltd.
NSE: FAIRCHEM,Fairchem Organics Ltd.
NSE: EASEMY,Easy Trip Planners L..
NSE: STARLITE,Starlite Components ..
NSE: CRUDEOIL,Crude Oil
NSE: YASHO,Yasho Industries Ltd.
NSE: SINGER,Singer India Ltd.
NSE: ROLEXRINGS,Rolex Rings Ltd.
NSE: PERSONAL,Personal Finance & I..
NSE: COMMODITIES,Commodities
NSE: NEXUS,Nexus Select Trust R..
NSE: GOLD,Gold and Precious Me..
NSE: ASK,ASK Automotive Ltd.
NSE: WELSPUNLTD,Welspun Living Ltd.
NSE: ZF,ZF Commercial Vehicl..
NSE: LLOYDMETAL,Lloyds Metals & Ener..
NSE: PCBL,PCBL Ltd.
NSE: EXCELCROP,Excel Crop Care Ltd.
NSE: MCX,Multi Commodity Exch..
NSE: ENKEI,Enkei Wheels (India)..
NSE: TITAGARH,Titagarh Rail System..
NSE: VIJAYADL,Vijaya Diagnostic Ce..
NSE: SYNDIBANK,Syndicate Bank [Merg..
NSE: AUTO,Automobiles & Auto C..
NSE: IONEXCHANGE,Ion Exchange (India)..
NSE: RAINBOWPAP,Rainbow Papers Ltd.
NSE: SHRIRAM,Shriram Finance Ltd.
NSE: SPICEJET,Spicejet Ltd.
NSE: SHELTER,Shelter Infra Projec..
NSE: INDIAPOLICY,India Policy and Ref..
NSE: TIGER,Tiger Logistics (Ind..
NSE: AURUM,Aurum Proptech Ltd.
NSE: RUBFILINT,Rubfila Internationa..
NSE: DISHMAN,Dishman Pharmaceutic..
NSE: ORIENTTRADE,Orient Tradelink Ltd.
NSE: VIAAN,Viaan Industries Ltd.
NSE: UNIPARTS,Uniparts India Ltd.
NSE: SHRIRAMPRO,Shriram Properties L..
NSE: TRADING,Trading Strategy
NSE: DIVGIT,Divgi Torqtransfer S..
NSE: SURYODAY,Suryoday Small Finan..
NSE: STARFERRO,Star Ferro and Cemen..
NSE: INDAG,Indag Rubber Ltd.
NSE: JUPWAG,Jupiter Wagons Ltd.
NSE: DATA,Data Patterns (India..
NSE: BANCOINDIA,Banco Products (Indi..
NSE: KRITIIND,Kriti Industries (In..
NSE: WHITEORG,White Organic Agro L..
NSE: METROBRAND,Metro Brands Ltd.
NSE: DALMIABHA,Dalmia Bharat Ltd.(O..
NSE: SANDUR,Sandur Manganese & I..
NSE: PHARMA,Pharmaceuticals & Bi..
NSE: SJS,SJS Enterprises Ltd.
NSE: HITACHI,Hitachi Energy India..
NSE: GCV,GCV Services Ltd.
NSE: HOMEFIRST,Home First Finance C..
NSE: AGRITECH,Agriculture
NSE: PATANJALIFOOD,Patanjali Foods Ltd.
NSE: MINDSPACE,Mindspace Business P..
NSE: SULA,Sula Vineyards Ltd.
NSE: ANGELONE,Angel One Ltd.
NSE: AGIGREEN,AGI Greenpac Ltd.
NSE: COSMO,Cosmo First Ltd.
NSE: SBFC,SBFC Finance Ltd.
NSE: TECHNOLOGY,Technology trends
NSE: BERGERPAINT,Berger Paints (India..
NSE: INTLTRAVEL,International Travel..
NSE: FIVESTAR,Five-Star Business F..
NSE: ONE97,One97 Communications..
NSE: STYLAMIND,Stylam Industries Ltd.
NSE: BAIDLEAS,Baid Finserv Ltd.
NSE: LLOYDELENG,Lloyds Engineering W..
NSE: MULTIBASE,Multibase India Ltd.
NSE: IRBINVIT,IRB InvIT Fund
NSE: MUTUALFUND,Mutual Funds News
NSE: SADHNANITRO,Sadhana Nitro Chem L..
NSE: RUPEE,Rupee and Forex Move..
NSE: VEERENERGY,Veer Energy & Infras..
NSE: UNITEDBNK,United Bank of India..
NSE: SHREECEM,Shree Cements Ltd.
NSE: HAMPTON,Hampton Sky Realty L..
NSE: KIRLPNEUM,Kirloskar Pneumatic ..
NSE: MARKETMOVE,Market Movement
